transaction_id,transaction_ts,store_code,store_name,region,product_sku,product_name,category,subcategory,customer_id,customer_segment,payment_type,qty,unit_price,discount_pct,promo_flag,extended_amount,unit_cost,profit
TXN00085327,08/14/2023 7:08 AM,S025,St. Louis Retail Center,Midwest,P000953,Standard Outdoor Green 63,Sports,Outdoor Recreation,C007364,Consumer,Credit,2,72.16,0.0,0,144.32,35.61,73.1
TXN00026889,2023-06-04 13:59:11,S054,Newark Outlet,Northeast,P000538,Express Outdoor White 44,Home & Garden,Outdoor,C022597,Consumer,Credit,4,146.56,0.1526,0,496.78,72.59,206.42
TXN00036494,10/13/2024 9:53 PM,S053,Albany Plaza Store,Northeast,P000406,Active Furniture Green 11,Home & Garden,Furniture,C008545,Corporate,Debit,5,438.34,0.2515,1,1640.49,231.41,483.44
TXN00170556,2024-10-27 07:59:42,S045,New Orleans Market,South,P000131,Smart Audio Brown 33,Electronics,Audio,C022975,Consumer,Debit,3,290.31,0.0,0,870.93,181.69,325.86
TXN00038195,2023-11-21 15:06:09,S035,Charlotte Plaza Store,South,P000159,Select Men's Brown 61,Apparel,Men's Clothing,C003248,Consumer,Credit,4,72.5,0.1973,0,232.78,33.26,99.74
TXN00084611,2024-11-30 13:02:05,S023,Omaha Plaza Store,Midwest,P001092,Elite Printers Red 4,Office Supplies,Printers & Ink,C002338,Consumer,Cash,2,86.05,0.2589,1,127.54,51.21,25.12
TXN00146226,2023-03-17 16:55:29,S020,Minneapolis Superstore,Midwest,P000534,Elite Tools Red 40,Home & Garden,Tools,C018515,Corporate,Debit,1,195.81,0.1843,1,159.72,96.01,63.71
TXN00172715,2023-10-14 20:25:33,S034,Dallas Depot,South,P000734,Select Dairy Black 42,Grocery,Dairy,C019718,Corporate,Credit,3,1.62,0.1495,0,4.13,1.22,0.47
TXN00137164,2023-02-14 07:37:32,S038,Orlando Superstore,South,P000551,Signature Outdoor Gray 57,Home & Garden,Outdoor,C018753,Consumer,Credit,1,382.92,0.0,0,382.92,192.59,190.33
TXN00064011,2023-11-25 12:01:23,S045,New Orleans Market,South,P000765,Pro Bakery Silver 73,Grocery,Bakery,C011874,Corporate,Credit,4,11.71,0.0,0,46.84,7.4,17.24
TXN00047441,2024-03-29 09:41:01,S046,New N. York Depot,Northeast,P000437,Premium Kitchen Brown 42,Home & Garden,Kitchen,C012896,Consumer,Apple Pay,4,80.88,0.0,0,323.52,44.82,144.24
TXN00243050,2023-12-25 18:10:14,S033,Miami Market,South,P000613,Elite Beverages Silver 20,Grocery,Beverages,C013130,Corporate,Credit,1,17.63,0.0,0,17.63,13.18,4.45
TXN00042736,2024-12-06 07:49:31,S028,Grand Rapids Depot,Midwest,P000490,Premium Bedding Green 95,Home & Garden,Bedding,C012691,Consumer,Debit,1,197.99,0.174,0,163.54,80.57,82.97
TXN00161287,05/19/2024 8:57 AM,S049,Pittsburgh Retail Center,Northeast,P000840,Premium Hair Black 49,Health & Beauty,Hair Care,C018317,Corporate,Apple Pay,2,27.99,0.12,0,49.26,12.99,23.28
TXN00049807,2024-08-15 15:27:22,S041,Memphis Plaza Store,South,P000363,Classic Sportswear Silver 67,Apparel,Sportswear,C022131,Corporate,Cash,2,65.16,0.0,0,130.32,22.92,84.48
TXN00067996,2023-11-19 07:47:40,S028,Grand Rapids Depot,Midwest,P000085,Advanced Tablets Navy 86,Electronics,Tablets,C005523,Home Office,Debit,1,276.41,0.0,0,276.41,187.85,88.56
TXN00047557,2024-09-21 14:25:50,S010,Spokane Depot,West,P001119,Active Car Navy 31,Automotive,Car Accessories,C021768,Home Office,Credit,1,176.06,0.0,0,176.06,99.37,76.69
TXN00055291,2023-05-17 18:25:03,S007,Las Vegas Retail Center,West,P000733,Active Dairy Beige 41,Grocery,Dairy,C005510,Consumer,Cash,4,10.19,0.0,0,40.76,6.28,15.64
TXN00049066,2023-02-24 07:23:48,S013,Sacramento Retail Center,West,P000225,Elite Women's Silver 28,Apparel,Women's Clothing,C000477,Corporate,Gift Card,4,125.18,0.0,0,500.72,58.49,266.76
TXN00123172,2023-10-21 15:47:31,S030,Wichita Outlet,Midwest,P000444,Deluxe Kitchen Red 49,Home & Garden,Kitchen,C008040,Consumer,Apple Pay,3,89.14,0.0,0,267.42,36.85,156.87
TXN00151676,2024-06-23 19:48:09,S021,Kansas City Market,Midwest,P000919,Signature Fitness Blue 29,Sports,Fitness Equipment,C010622,Consumer,Apple Pay,4,593.43,0.0,0,2373.72,400.1,773.32
TXN00087142,2023-11-12 17:42:23,S032,Atlanta Superstore,South,P000948,Smart Outdoor Beige 58,Sports,Outdoor Recreation,C002367,Consumer,Debit,2,167.58,0.0881,0,305.63,96.08,113.47
TXN00013641,2023-12-03 13:28:48,S025,St. Louis Retail Center,Midwest,P001025,Pro Action Navy 36,Toys & Games,Action Figures,C018150,Corporate,Credit,4,43.47,0.0269,0,169.2,17.55,99.0
TXN00114443,2024-01-11 07:48:06,S045,New Orleans Market,South,P000520,Premium Tools Red 26,Home & Garden,Tools,C009313,Consumer,Apple Pay,2,263.28,0.1791,0,432.25,133.43,165.39
TXN00176458,12/10/2023 2:39 PM,S048,Boston Outlet,Northeast,P000082,Pro Tablets Gray 83,ELECTRONICS,Tablets,C021456,Consumer,Cash,2,207.61,0.0,0,415.22,126.45,162.32
TXN00227100,2024-09-30 08:15:14,S033,Miami Market,South,P000967,Standard Board Brown 77,Toys & Games,Board Games,C017442,Corporate,Debit,1,30.92,0.0,0,30.92,17.3,13.62
TXN00079664,2023-04-27 10:07:59,S056,Worcester Superstore,Northeast,P001152,Active Maintenance Silver 64,Automotive,Maintenance,C004512,Consumer,Credit,4,74.23,0.0,0,296.92,37.17,148.24
TXN00178108,2024-06-11 21:02:34,S041,Memphis Plaza Store,South,P000294,Classic Footwear Red 97,Apparel,Footwear,C005854,Consumer,Cash,2,156.98,0.0,0,313.96,74.15,165.66
TXN00181491,2024-09-03 07:35:24,S032,Atlanta Superstore,South,P000235,Smart Women's Beige 38,Apparel,Women's Clothing,C000537,Home Office,Debit,3,165.01,0.0,0,495.03,56.5,325.53
TXN00010792,2023-01-07 18:14:41,S005,Phoenix Plaza Store,West,P000244,Deluxe Women's Green 47,Apparel,Women's Clothing,C007750,Consumer,Credit,2,84.46,0.0,0,168.92,35.5,97.92
TXN00043874,2023-11-15 14:27:44,S017,Columbus Plaza Store,Midwest,P000895,Deluxe Vitamins Red 5,Health & Beauty,Vitamins,C001819,Consumer,Credit,4,50.15,0.0,0,200.6,26.23,95.68
TXN00188532,2023-08-03 11:30:43,S042,Louisville Outlet,South,P000144,Classic Audio Blue 46,Electronics,Audio,C011372,Consumer,Debit,3,263.44,0.0,0,790.32,152.72,332.16
TXN00070952,2024-09-14 18:44:48,S059,Springfield Plaza Store,Northeast,P000037,Smart Laptops Black 38,Electronics,Laptops,C003854,Consumer,Gift Card,3,1687.87,0.0,0,5063.61,960.4,2182.41
TXN00155734,2024-10-16 20:27:16,S005,Phoenix Plaza Store,West,P000852,Advanced Hair Beige 61,Health & Beauty,Hair Care,C015420,Consumer,Apple Pay,4,33.38,0.0,0,133.52,15.5,71.52
TXN00022685,12/06/2024 3:44 PM,S041,Memphis Plaza Store,South,P000723,Essential Dairy White 31,Grocery,Dairy,C012479,Consumer,Credit,3,9.4,0.0,0,28.2,6.48,8.76
TXN00031834,2023-03-19 08:27:59,S033,Miami Market,South,P001059,Deluxe Stationery Gray 70,Office Supplies,Stationery,C001099,Consumer,Credit,2,24.71,0.1422,0,42.39,12.83,16.73
TXN00111045,2024-06-29 08:21:12,S004,Portland Depot,West,P000876,Premium Vitamins Blue 85,Health & Beauty,Vitamins,C008258,Home Office,Apple Pay,3,41.08,0.1717,0,102.08,20.23,41.39
TXN00168744,2024-01-28 19:46:24,S060,Yonkers Outlet,Northeast,P000740,Express Dairy Red 48,Grocery,Dairy,C010634,Consumer,Credit,2,5.03,0.0,0,10.06,3.49,3.08
TXN00082933,2023-04-30 20:39:15,S032,Atlanta Superstore,South,P000642,Classic Snacks Beige 49,Grocery,Snacks,C023012,Home Office,Apple Pay,4,6.46,0.0305,0,25.05,4.14,8.49
TXN00040691,2024-04-30 14:15:17,S016,Chicago Depot,Midwest,P001075,Smart Stationery Beige 86,Office Supplies,Stationery,C012190,Consumer,Apple Pay,4,5.57,0.0,0,22.28,2.99,10.32
TXN00173459,2023-01-15 20:26:26,S057,Bridgeport Market,Northeast,P000866,Signature Vitamins Navy 75,Health & Beauty,Vitamins,C018217,Corporate,Debit,1,18.52,0.1007,0,16.66,8.03,8.63
TXN00094708,2024-06-09 20:22:13,S006,Denver Outlet,West,P000789,Standard Skincare Silver 97,Health & Beauty,Skincare,C019409,Consumer,Credit,1,109.89,0.3752,1,68.66,41.67,26.99
TXN00206292,2023-03-21 11:07:03,S002,San Francisco Superstore,West,P000947,Active Outdoor White 57,Sports,Outdoor Recreation,C003203,Consumer,Credit,4,312.0,0.3406,1,822.93,191.71,56.09
TXN00005757,2023-11-25 14:11:00,S040,Jacksonville Depot,South,P000388,Elite Furniture Brown 92,Home & Garden,Furniture,C018972,Corporate,Debit,2,930.62,0.0,0,1861.24,466.17,928.9
TXN00178211,2023-01-23 08:03:54,S016,Chicago Depot,Midwest,P001144,Ultra Maintenance Black 56,Automotive,Maintenance,C010646,Consumer,Credit,2,61.66,0.0,0,123.32,39.62,44.08
TXN00007279,2023-11-07 18:46:52,S036,Nashville Outlet,South,P000294,Classic Footwear Red 97,Apparel,Footwear,C018516,Home Office,Credit,4,156.98,0.0,0,627.92,74.15,331.32
TXN00133787,2024-07-25 08:58:41,S053,Albany Plaza Store,Northeast,P000285,Express Footwear White 88,Apparel,Footwear,C020967,Corporate,Apple Pay,4,70.99,0.3159,1,194.26,32.48,64.34
TXN00232509,2024-01-28 08:34:30,S008,Salt Lake City Superstore,West,P000061,Ultra Laptops Navy 62,Electronics,Laptops,C002142,Consumer,Debit,6,$903.81,0.3675,1,3429.96,578.73,-42.42
TXN00147726,2024-06-24 19:04:27,S040,Jacksonville Depot,South,P000242,Active Women's Blue 45,Apparel,Women's Clothing,C009408,Consumer,Cash,1,134.09,0.0727,1,124.34,64.03,60.31
TXN00178830,2024-11-09 21:12:13,S007,Las Vegas Retail Center,West,P000616,Advanced Beverages Navy 23,Grocery,Beverages,C002695,Consumer,Credit,3,7.84,0.087,0,21.47,4.84,6.95
TXN00070590,2024-11-23 15:53:22,S006,Denver Outlet,West,P001193,Express Designer Brown 6,Premium,Designer Bags,C022131,Corporate,Cash,1,771.52,0.1601,0,648.0,292.67,355.33
TXN00164043,10/13/2024 7:08 AM,S013,Sacramento Retail Center,West,P000063,Premium Tablets Black 64,Electronics,Tablets,C018283,Corporate,Cash,4,707.0,0.0,0,2828.0,396.62,1241.52
TXN00150736,2023-03-09 17:45:27,S056,Worcester Superstore,Northeast,P001128,Active Car Black 40,Automotive,Car Accessories,C014267,Home Office,Credit,2,149.47,0.0701,0,277.98,75.92,126.14
TXN00067733,03/17/2024 8:20 AM,S011,Tucson Plaza Store,West,P000304,Deluxe Footwear Navy 8,Apparel,Footwear,C001251,Consumer,Cash,3,239.11,0.0724,0,665.4,108.49,339.93
TXN00199056,2024-02-15 12:27:10,S005,Phoenix Plaza Store,West,P000414,Classic Kitchen Black 19,Home & Garden,Kitchen,C003343,Corporate,Apple Pay,1,186.82,0.0,0,186.82,106.02,80.8
TXN00165807,2024-11-20 19:05:18,S003,Seattle Market,West,P000388,Elite Furniture Brown 92,Home & Garden,,C024526,Consumer,Credit,2,930.62,0.1613,0,1561.02,466.17,628.68
TXN00208556,12/05/2024 8:29 PM,S056,Worcester Superstore,Northeast,P000123,Advanced Accessories Blue 25,Electronics,Accessories,C006352,Corporate,Apple Pay,3,60.99,0.0,0,182.97,24.58,109.23
TXN00118833,2024-11-27 11:52:43,S050,Providence Superstore,Northeast,P000667,Signature Snacks Navy 74,Grocery,Snacks,C003796,Consumer,Cash,3,2.31,0.2569,1,5.15,1.53,0.56
TXN00134601,2023-02-01 16:04:31,S034,Dallas Depot,South,P000616,Advanced Beverages Navy 23,Grocery,Beverages,C015458,Corporate,Debit,1,7.84,0.0,0,7.84,4.84,3.0
TXN00070803,2023-03-23 10:08:05,S015,Albuquerque Market,West,P000973,Smart Board Red 83,Toys & Games,Board Games,C011414,Consumer,Cash,5,26.64,0.1878,1,108.19,14.16,37.39
TXN00095084,2023-09-17 19:10:52,S010,Spokane Depot,West,P001124,Express Car Navy 36,Automotive,Car Accessories,C013812,Corporate,Debit,6,162.92,0.175,1,806.45,102.25,192.95
TXN00007629,2024-03-23 16:24:32,S040,Jacksonville Depot,South,P000982,Classic Board Brown 92,Toys & Games,Board Games,C015729,Consumer,Apple Pay,3,44.79,0.246,1,101.31,18.3,46.41
TXN00165537,2023-06-02 18:34:29,S005,Phoenix Plaza Store,West,P000936,Ultra Outdoor Blue 46,Sports,Outdoor Recreation,C018648,Corporate,Apple Pay,3,94.37,0.0,0,283.11,45.49,146.64
TXN00155599,2023-11-05 17:28:14,S047,Philadelphia Plaza Store,Northeast,P000927,Signature Fitness Blue 37,Sports,Fitness Equipment,C016666,Corporate,Debit,2,635.64,0.0,0,1271.28,385.82,499.64
TXN00110528,2024-04-08 13:22:39,S033,Miami Market,South,P000084,Select Tablets Red 85,Electronics,Tablets,C006204,Consumer,Cash,4,410.35,0.0,0,1641.4,274.69,542.64
TXN00093413,2023-02-25 11:43:09,S035,Charlotte Plaza Store,South,P001004,Signature Action Blue 15,Toys & Games,Action Figures,C005168,Consumer,Credit,3,58.09,0.0,0,174.27,31.6,79.47
TXN00179297,2024-11-01 21:10:53,S003,Seattle Market,West,P000036,Active Laptops Navy 37,Electronics,Laptops,C024110,Consumer,Credit,3,2132.14,0.194,1,5155.51,1201.86,1549.93
TXN00165395,2023-07-22 07:56:10,S024,Cleveland Outlet,Midwest,P000572,Elite Outdoor Green 78,Home & Garden,Outdoor,C012405,Consumer,Apple Pay,1,391.8,0.1927,0,316.3,245.34,70.96
TXN00192439,01/12/2024 9:29 PM,S020,Minneapolis Superstore,Midwest,P000466,Select Bedding Blue 71,Home & Garden,Bedding,C001557,Home Office,Debit,4,69.96,0.0734,0,259.3,37.45,109.5
TXN00213284,2024-11-24 14:17:44,S003,Seattle Market,West,P000213,Advanced Men's Beige 16,Apparel,Men's Clothing,C024805,Consumer,Credit,1,60.39,0.0,0,60.39,27.77,32.62
TXN00181953,2024-03-12 11:44:47,S021,Kansas K. City Market,Midwest,P000351,Pro Sportswear Green 55,Apparel,Sportswear,C006486,Consumer,Credit,4,77.34,0.13,0,269.14,36.28,124.02
TXN00127624,2023-11-09 12:55:11,S003,Seattle Market,West,P001081,Smart Printers White 92,Office Supplies,Printers & Ink,C005240,Consumer,Debit,3,287.49,0.1628,1,722.06,194.15,139.61
TXN00176732,2024-04-25 15:14:07,S025,St. Louis Retail Center,Midwest,P000002,Select Smartphones Green 3,Electronics,Smartphones,C023930,Consumer,Credit,3,396.72,0.0,0,1190.16,258.2,415.56
TXN00202329,2023-05-29 21:37:19,S035,Charlotte Plaza Store,South,P000880,Standard Vitamins Green 89,Health & Beauty,Vitamins,C020752,Consumer,Credit,4,55.68,0.3136,1,152.88,26.13,48.36
TXN00123428,2024-05-13 12:04:59,S038,Orlando Superstore,South,P000761,Pro Bakery Beige 69,Grocery,Bakery,C006419,Corporate,Credit,1,14.93,0.0,0,14.93,9.7,5.23
TXN00183157,2023-09-03 18:09:13,S038,Orlando Superstore,South,P000289,Deluxe Footwear Blue 92,Apparel,Footwear,C000519,Corporate,Cash,2,76.22,0.0,0,152.44,35.46,81.52
TXN00217168,2023-11-14 14:50:02,S058,Allentown Depot,Northeast,P000429,Smart Kitchen Silver 34,Home & Garden,Kitchen,C021651,Consumer,Apple Pay,2,194.39,0.1048,1,348.04,86.26,175.52
TXN00070281,10/16/2024 4:21 PM,S021,Kansas City Market,Midwest,P000189,Essential Men's Navy 91,Apparel,Men's Clothing,C004704,Home Office,Debit,3,43.07,0.0,0,129.21,17.76,75.93
TXN00063501,2024-02-23 13:51:18,S009,Boise Market,West,P000902,Classic Fitness Blue 12,Sports,Fitness Equipment,C012942,Corporate,Debit,4,688.49,0.0,0,2753.96,460.68,911.24
TXN00115693,08/02/2024 5:59 PM,S053,Albany Plaza Store,Northeast,P001196,Advanced Designer Brown 9,Premium,Designer Bags,C008622,Consumer,Debit,1,785.54,0.0,0,785.54,299.65,485.89
TXN00189716,01/18/2023 11:23 AM,S001,Los Angeles Retail Center,West,P000042,Signature Laptops Green 43,Electronics,Laptops,C002525,Consumer,Credit,2,1860.43,0.0,0,3720.86,1118.44,1483.98
TXN00075863,2024-11-30 21:45:52,S012,Oakland Outlet,West,P000823,Select Skincare White 32,Health & Beauty,Skincare,C023272,Home Office,Cash,3,112.72,0.0,0,338.16,58.01,164.13
TXN00192806,2024-02-25 15:38:04,S057,Bridgeport Market,Northeast,P000850,Deluxe Hair Black 59,Health & Beauty,Hair Care,C006064,Consumer,Debit,4,20.73,0.1563,0,69.96,11.13,25.44
TXN00220377,02/03/2024 4:32 PM,S037,Austin Retail Center,South,P000286,Signature Footwear Blue 89,Apparel,Footwear,C020948,Home Office,Credit,3,232.59,0.0,0,697.77,94.03,415.68
TXN00055630,2024-08-07 14:32:27,S026,Cincinnati Superstore,Midwest,P000423,Select Kitchen Green 28,Home & Garden,Kitchen,C001876,Corporate,Credit,3,112.26,0.0,0,336.78,65.09,141.51
TXN00121469,2023-02-07 20:12:17,S030,Wichita Outlet,Midwest,P000439,Ultra Kitchen Gray 44,Home & Garden,Kitchen,C007067,Corporate,Apple Pay,4,136.84,0.0,0,547.36,66.63,280.84
TXN00156387,2024-10-12 07:54:56,S046,New York Depot,Northeast,P001095,Smart Printers Brown 7,Office Supplies,Printers & Ink,C009295,Home Office,Apple Pay,2,120.72,0.1526,0,204.6,62.01,80.58
TXN00244731,2023-02-08 09:16:34,S059,Springfield Plaza Store,Northeast,P000292,Signature Footwear Green 95,Apparel,Footwear,C021583,Home Office,Credit,2,177.6,0.0,0,355.2,71.29,212.62
TXN00081362,09/14/2024 8:33 AM,S019,Detroit Retail Center,Midwest,P000007,Active Smartphones Blue 8,Electronics,Smartphones,C020412,Consumer,Apple Pay,2,1156.61,0.0,0,2313.22,686.61,940.0
TXN00172864,2024-12-11 15:45:55,S052,Buffalo Depot,Northeast,P001184,Pro Luxury Red 96,Premium,Luxury Watches,C007504,Consumer,Credit,2,4450.72,0.2599,1,6587.96,1498.15,3591.66
TXN00222776,2024-05-11 16:36:32,S052,Buffalo Depot,Northeast,P000475,Advanced Bedding Green 80,Home & Garden,Bedding,C004079,Corporate,Apple Pay,4,171.22,0.0,0,684.88,71.84,397.52
TXN00187989,2024-05-15 10:16:55,S032,Atlanta Superstore,South,P000365,Select Sportswear Blue 69,Apparel,Sportswear,C015409,Consumer,Debit,1,30.25,0.1464,1,25.82,11.63,14.19
TXN00108125,2023-08-15 15:30:33,S029,Madison Plaza Store,Midwest,P000688,Advanced Snacks Red 95,Grocery,Snacks,C000287,Consumer,Apple Pay,6,13.22,0.3462,1,51.86,8.36,1.7
TXN00051842,2024-06-20 17:20:47,S055,Rochester Retail Center,Northeast,P000864,Elite Hair Green 73,Health & Beauty,Hair Care,C021687,Consumer,Credit,3,8.72,0.0,0,26.16,4.64,12.24
TXN00002634,2024-05-17 20:27:47,S040,Jacksonville Depot,South,P000817,Active Skincare Brown 26,Health & Beauty,Skincare,C022850,Corporate,Apple Pay,6,123.23,0.2967,1,520.01,53.27,200.39
TXN00161001,2023-07-02 15:08:11,S051,Hartford Market,Northeast,P001010,Advanced Action Blue 21,Toys & Games,Action Figures,C009844,Consumer,Debit,2,8.22,0.0,0,16.44,3.83,8.78
TXN00242082,06/08/2024 1:42 PM,S058,Allentown Depot,Northeast,P000520,Premium Tools Red 26,Home & Garden,Tools,C003085,Consumer,Cash,2,263.28,0.3368,1,349.21,133.43,82.35
TXN00154804,09/06/2024 9:08 PM,S057,Bridgeport Market,Northeast,P000313,Active Footwear Navy 17,Apparel,Footwear,C020454,Consumer,Debit,4,199.14,0.0,0,796.56,85.97,452.68
TXN00175305,2024-11-17 10:39:31,S018,Indianapolis Outlet,Midwest,P000397,Active Furniture Beige 2,Home & Garden,Furniture,C000215,Consumer,Credit,1,654.53,0.1602,1,549.67,340.5,209.17
TXN00104853,2024-06-21 20:02:47,S051,Hartford Market,Northeast,P000593,Elite Beverages Blue 99,Grocery,Beverages,C009687,Consumer,Apple Pay,1,18.07,0.0,0,18.07,10.01,8.06
TXN00097438,2024-05-30 09:51:52,S047,Philadelphia Plaza Store,Northeast,P000643,Smart Snacks Brown 50,Grocery,Snacks,C020464,Consumer,Debit,3,3.61,0.3324,1,7.23,2.17,0.72
TXN00038906,11/24/2023 10:48 AM,S035,Charlotte Plaza Store,South,P000697,Active Dairy Blue 5,Grocery,Dairy,C003495,Consumer,Debit,2,6.91,0.0,0,13.82,4.52,4.78
TXN00111850,2023-03-09 09:47:44,S059,Springfield Plaza Store,Northeast,P000273,Express Women's Brown 76,Apparel,Women's Clothing,C010523,Corporate,Credit,3,45.17,0.3417,1,89.21,18.56,33.53
TXN00217383,2024-04-16 19:46:19,S060,Yonkers Outlet,Northeast,P000722,Pro Dairy White 30,Grocery,Dairy,C013641,Consumer,Debit,3,4.87,0.0,0,14.61,3.17,5.1
TXN00134948,2024-11-19 16:14:05,S055,Rochester Retail Center,Northeast,P000170,Smart Men's Silver 72,Apparel,Men's Clothing,C018926,Consumer,Credit,4,95.74,0.0,0,382.96,36.32,237.68
TXN00160829,2023-04-08 09:05:32,S006,Denver Outlet,West,P001121,Deluxe Car Brown 33,Automotive,Car Accessories,C000613,Corporate,Debit,4,215.86,0.1218,1,758.27,139.87,198.79
TXN00213296,2024-05-04 16:43:55,S059,Springfield Plaza Store,Northeast,P000383,Deluxe Furniture Black 87,Home & Garden,Furniture,C008433,Home Office,Apple Pay,1,373.18,0.0004,0,373.03,240.56,132.47
TXN00166954,2024-12-19 21:12:51,S012,Oakland Outlet,West,P000370,Elite Sportswear Beige 74,Apparel,Sportswear,C016023,Consumer,Debit,2,74.98,0.0,0,149.96,37.45,75.06
TXN00060832,2024-06-30 21:20:51,S057,Bridgeport Market,Northeast,P001160,Ultra Maintenance Gray 72,Automotive,Maintenance,C001587,Corporate,Credit,1,52.56,0.0,0,52.56,28.08,24.48
TXN00161222,2024-12-12 08:41:58,S056,Worcester Superstore,Northeast,P000215,Premium Men's Blue 18,Apparel,Men's Clothing,C023679,Corporate,Credit,2,29.15,0.0559,0,55.04,8.92,37.2
TXN00019333,2024-07-05 13:31:02,S020,Minneapolis Superstore,Midwest,P001107,Signature Car Blue 19,Automotive,Car Accessories,C005447,Consumer,Gift Card,2,289.56,0.0,0,579.12,160.61,257.9
TXN00163984,2023-05-04 18:09:53,S056,Worcester Superstore,Northeast,P001033,Select Stationery Blue 44,OFFICE SUPPLIES,Stationery,C010095,Corporate,Apple Pay,3,23.45,0.0,0,70.35,14.06,28.17
TXN00018946,2023-11-17 08:55:44,S019,Detroit Retail Center,Midwest,P000667,Signature Snacks Navy 74,Grocery,Snacks,C014830,Consumer,Credit,2,2.31,0.0,0,4.62,1.53,1.56
TXN00105383,2024-01-17 09:48:46,S042,Louisville Outlet,South,P000315,Premium Footwear Silver 19,Apparel,Footwear,C020756,Home Office,Apple Pay,3,93.14,0.0,0,279.42,41.88,153.78
TXN00092058,2023-03-23 17:27:54,S035,Charlotte Plaza Store,South,P001075,Smart Stationery Beige 86,Office Supplies,Stationery,C020492,Consumer,Credit,1,5.57,0.0,0,5.57,2.99,2.58
TXN00191468,06/29/2023 8:52 AM,S029,Madison Plaza Store,Midwest,P000751,Premium Bakery Green 59,Grocery,Bakery,C004533,Consumer,Credit,1,16.26,0.0,0,16.26,11.02,5.24
TXN00242251,2023-11-21 08:02:27,S050,Providence Superstore,Northeast,P001111,Essential Car Red 23,Automotive,Car Accessories,C006892,Corporate,Apple Pay,4,215.29,,0,831.71,134.02,295.63
TXN00095434,2023-08-01 17:56:53,S046,New York Depot,Northeast,P000259,Deluxe Women's White 62,Apparel,Women's Clothing,C001715,Consumer,Credit,2,59.52,0.0735,1,110.29,19.76,70.77
TXN00025238,2023-01-21 16:18:27,S029,Madison Plaza Store,Midwest,P001194,Elite Designer Navy 7,Premium,Designer Bags,C013569,Consumer,Credit,4,2352.44,0.3727,1,5902.74,957.36,2073.3
TXN00069072,2024-12-05 20:10:50,S035,Charlotte Plaza Store,South,P000353,Active Sportswear Gray 57,Apparel,Sportswear,C023651,Consumer,Credit,3,71.19,0.1751,1,176.17,26.11,97.84
TXN00175884,2023-03-30 14:35:55,S020,Minneapolis Superstore,Midwest,P000945,Advanced Outdoor Black 55,Sports,Outdoor Recreation,C024463,Consumer,Credit,4,310.0,0.0,0,1240.0,152.3,630.8
TXN00024238,2023-04-18 16:48:41,S013,Sacramento Retail Center,West,P000147,Select Audio White 49,Electronics,Audio,C000961,Corporate,Credit,2,40.67,0.0,0,81.34,25.99,29.36
TXN00194343,11/15/2024 4:18 PM,S014,Reno Superstore,West,P001185,Classic Designer Green 97,Premium,Designer Bags,C006954,Corporate,Credit,3,1772.9,0.1698,1,4415.58,511.51,2881.05
TXN00001944,2023-05-02 12:23:56,S048,Boston Outlet,Northeast,P000672,Express Snacks Red 79,Grocery,Snacks,C019772,Consumer,Credit,3,13.31,0.0,0,39.93,7.93,16.14
TXN00060057,2024-04-25 11:18:24,S031,Houston Retail Center,South,P000478,Ultra Bedding Blue 83,Home & Garden,Bedding,C009961,Consumer,Cash,5,97.28,0.3671,1,307.84,43.61,89.79
TXN00142896,07/03/2023 9:09 PM,S015,Albuquerque Market,West,P000355,Select Sportswear Green 59,Apparel,Sportswear,C001979,Home Office,Credit,4,61.61,0.0,0,246.44,22.72,155.56
TXN00032328,2024-06-13 19:24:51,S035,Charlotte Plaza Store,South,P001153,Deluxe Maintenance White 65,Automotive,Maintenance,C017121,Consumer,Credit,2,23.24,0.0,0,46.48,12.45,21.58
TXN00121121,2023-04-12 19:56:23,S053,Albany Plaza Store,Northeast,P000678,Signature Snacks Brown 85,Grocery,Snacks,C011080,Corporate,Credit,3,12.73,0.0064,0,37.95,7.31,16.02
TXN00117493,2024-01-12 10:09:07,S044,Richmond Superstore,South,P000097,Deluxe Accessories Navy 98,Electronics,Accessories,C005261,Consumer,Credit,1,53.1,0.0,0,53.1,30.28,22.82
TXN00174863,2024-09-14 13:47:19,S041,Memphis Plaza Store,South,P000251,Pro Women's Red 54,Apparel,Women's Clothing,C015998,Consumer,Cash,3,60.51,0.1847,0,148.0,18.7,91.9
TXN00026611,2023-08-10 20:41:15,S054,Newark Outlet,Northeast,P000821,Select Skincare Beige 30,Health & Beauty,Skincare,C014966,Corporate,Cash,1,107.85,0.0,0,107.85,48.38,59.47
TXN00209500,2024-11-07 16:07:45,S048,Boston Outlet,Northeast,P001176,Advanced Luxury Beige 88,Premium,Luxury Watches,C008207,Corporate,Debit,1,1812.56,0.0447,0,1731.54,699.15,1032.39
TXN00047766,2023-01-16 20:00:04,S054,Newark Outlet,Northeast,P001134,Essential Car Beige 46,Automotive,Car Accessories,C012742,Consumer,Credit,1,260.29,0.0,0,260.29,149.42,110.87
TXN00162973,2023-05-02 15:04:42,S003,Seattle Market,West,P000972,Ultra Board Beige 82,Toys & Games,Board Games,C014969,Consumer,Credit,3,38.93,0.0,0,116.79,18.7,60.69
TXN00242081,2023-07-22 15:36:29,S011,Tucson Plaza Store,West,P000373,Smart Sportswear White 77,Apparel,Sportswear,C004774,Consumer,Debit,6,117.97,0.2295,1,545.38,48.34,255.34
